movie_id,title,release_year,duration,genre,rating,popularity_score,budget,revenue
1800,Movie_1800,2014,92,War,4.4,13.2,21807702,80411102
1801,Movie_1801,2004,97,Family,2.9,13.3,23199532,68863437
1802,Movie_1802,1993,136,Fantasy,4.0,64.3,21186792,58913002
1803,Movie_1803,2001,141,Fantasy,4.1,67.3,13130777,17558853
1804,Movie_1804,2021,107,Action,3.0,9.9,1981891,4955795
1805,Movie_1805,2021,74,Drama,3.5,26.5,118496987,164295280
1806,Movie_1806,2017,194,Western,4.8,87.4,13255217,29001237
1807,Movie_1807,2002,121,Romance,2.7,4.1,112187704,291865895
1808,Movie_1808,2020,129,Mystery,3.9,23.4,155851479,417367864
1809,Movie_1809,2003,82,Family,3.5,51.7,42977995,63310897
1810,Movie_1810,2009,156,Horror,4.5,73.7,23282545,70120765
1811,Movie_1811,2007,161,Animation,3.5,52.9,72578410,174212165
1812,Movie_1812,2018,68,Sci-Fi,4.0,25.3,1285532,4181324
1813,Movie_1813,1995,116,Western,2.2,100.0,132160119,407428202
1814,Movie_1814,2021,114,Documentary,1.8,2.1,26205364,97526214
1815,Movie_1815,2018,191,Mystery,2.7,34.1,18451992,31467563
1816,Movie_1816,1991,163,Animation,3.1,35.7,6787260,30359982
1817,Movie_1817,2012,76,Fantasy,3.2,13.7,155244241,213892424
1818,Movie_1818,2008,98,Sci-Fi,4.4,40.9,83308339,179221075
1819,Movie_1819,2020,93,Animation,3.2,12.4,64356942,172496463
1820,Movie_1820,1994,131,Adventure,3.5,29.3,133656771,408611478
1821,Movie_1821,2008,167,Fantasy,3.6,28.2,160733166,352908992
1822,Movie_1822,2023,123,War,3.0,74.2,15629278,37951890
1823,Movie_1823,1999,135,Mystery,3.5,100.0,77211769,346473556
1824,Movie_1824,2014,100,Sci-Fi,4.3,11.3,72831823,134422860
1825,Movie_1825,1991,134,Western,3.7,100.0,40744975,60370451
1826,Movie_1826,2000,105,Thriller,4.0,100.0,8150982,9856546
1827,Movie_1827,2020,70,Family,3.8,6.0,140959263,266027091
1828,Movie_1828,2004,132,Family,4.8,100.0,18944728,9472364
1829,Movie_1829,1998,119,Adventure,2.7,41.6,43241797,108032243
1830,Movie_1830,2012,87,Documentary,5.0,100.0,978526,4109350
1831,Movie_1831,2008,169,Sci-Fi,4.3,100.0,28030993,68380753
1832,Movie_1832,1998,97,Sci-Fi,4.4,97.9,47972198,178141875
1833,Movie_1833,2010,138,Crime,4.5,25.8,23979254,50673126
1834,Movie_1834,1998,109,Thriller,4.3,50.6,32418856,137875421
1835,Movie_1835,2017,166,Romance,2.5,31.3,10661219,30993085
1836,Movie_1836,1996,112,Adventure,2.6,22.8,21556208,53178550
1837,Movie_1837,2005,69,Crime,4.1,14.4,64252688,97561997
1838,Movie_1838,2005,144,Comedy,4.0,29.1,174850035,469141963
1839,Movie_1839,2022,166,Fantasy,4.2,82.0,31629585,135298497
1840,Movie_1840,1993,107,Romance,3.5,92.9,57925539,33584342
1841,Movie_1841,1993,140,Action,2.4,100.0,186878323,447058260
1842,Movie_1842,2006,123,Documentary,3.4,17.2,74536525,158901968
1843,Movie_1843,2018,108,Drama,4.1,52.5,509115,568876
1844,Movie_1844,1996,145,War,3.3,59.2,137086017,240852537
1845,Movie_1845,2016,95,Romance,3.5,10.6,100707624,334010013
1846,Movie_1846,2017,120,Documentary,3.5,22.9,15811819,31003654
1847,Movie_1847,2011,127,Crime,3.1,20.9,10017233,36221219
1848,Movie_1848,2003,126,Romance,2.8,100.0,114742880,250153656
1849,Movie_1849,1996,96,Comedy,5.0,100.0,58348433,141343736
1850,Movie_1850,2011,181,Crime,4.7,86.2,13524261,45791457
1851,Movie_1851,1994,157,Fantasy,4.4,32.0,62567515,148475454
1852,Movie_1852,1991,149,Crime,3.8,15.3,45842649,127560919
1853,Movie_1853,2016,162,Horror,2.7,100.0,18496336,37152186
1854,Movie_1854,2010,122,War,4.2,15.6,40683644,89492549
1855,Movie_1855,2004,108,Family,4.4,36.9,37461277,123349557
1856,Movie_1856,2010,87,Western,3.2,14.1,35644467,62767875
1857,Movie_1857,1999,98,Drama,2.6,100.0,36424890,51599473
1858,Movie_1858,2012,89,Comedy,3.8,2.1,20271,44671
1859,Movie_1859,1994,104,Horror,4.4,9.6,15642022,38724140
1860,Movie_1860,1990,128,Crime,3.0,72.4,28182059,42818205
1861,Movie_1861,2002,147,Drama,3.9,8.2,6805496,26745085
1862,Movie_1862,2010,146,Documentary,2.8,100.0,69147888,186080215
1863,Movie_1863,2015,84,Sci-Fi,2.6,19.4,93828959,158501343
1864,Movie_1864,2010,140,Animation,3.7,100.0,85124882,257346584
1865,Movie_1865,2007,154,Horror,2.8,54.3,30775683,106207935
1866,Movie_1866,2021,112,War,3.8,50.3,58672482,82429955
1867,Movie_1867,2006,155,Animation,2.2,100.0,4000135,11962104
1868,Movie_1868,2000,146,Adventure,2.8,36.0,11119462,22053993
1869,Movie_1869,2010,82,Western,4.3,25.6,2403831,7159672
1870,Movie_1870,2015,185,Thriller,4.1,12.3,168253237,769185812
1871,Movie_1871,1993,98,Animation,3.8,7.8,42702493,74479365
1872,Movie_1872,2023,148,Mystery,3.1,78.5,9633143,26706897
1873,Movie_1873,2007,147,Horror,3.5,6.8,61472301,30736150
1874,Movie_1874,2018,83,Sci-Fi,3.3,25.0,33581888,150467488
1875,Movie_1875,2018,125,Action,5.0,26.3,28480824,14240412
1876,Movie_1876,2010,147,Sci-Fi,3.8,54.6,122353487,326517726
1877,Movie_1877,2002,82,Fantasy,2.9,16.3,61585374,216851513
1878,Movie_1878,2006,122,Adventure,3.4,91.1,58665503,141689440
1879,Movie_1879,1998,149,Romance,2.2,11.6,5118732,10878632
1880,Movie_1880,1990,151,Sci-Fi,2.0,77.8,4827124,11451089
1881,Movie_1881,1991,108,Animation,4.7,94.8,54596725,119638004
1882,Movie_1882,2018,166,Crime,3.7,10.7,8509207,7256483
1883,Movie_1883,2022,159,Western,3.1,82.9,30188498,15094249
1884,Movie_1884,1999,127,Horror,3.5,62.5,42175844,153105416
1885,Movie_1885,2010,100,Western,3.4,100.0,24558553,41508604
1886,Movie_1886,2017,85,Romance,3.6,35.7,4450010,11012873
1887,Movie_1887,2000,131,Comedy,4.4,13.3,68002259,84417825
1888,Movie_1888,2023,163,Sci-Fi,3.9,100.0,108155062,236645955
1889,Movie_1889,1997,115,Crime,3.2,78.0,8817967,29141337
1890,Movie_1890,2011,94,Western,2.1,1.1,96242920,190235001
1891,Movie_1891,1997,144,Documentary,2.7,100.0,77722859,293760277
1892,Movie_1892,2004,125,Crime,4.1,100.0,41489630,109426080
1893,Movie_1893,2006,135,Horror,4.7,21.9,45329439,114648891
1894,Movie_1894,2012,104,Action,2.8,1.0,52715625,148337579
1895,Movie_1895,2013,108,Documentary,2.7,40.2,37196921,102680926
1896,Movie_1896,2008,104,Fantasy,3.2,100.0,93004934,286947451
1897,Movie_1897,1994,134,Western,4.9,6.6,32132082,74427412
1898,Movie_1898,2021,109,Animation,3.6,44.6,39598972,63716934
1899,Movie_1899,1990,137,War,2.9,65.8,1872914,7080092
1900,Movie_1900,2012,101,Adventure,3.2,7.2,9926795,34657791
1901,Movie_1901,1997,134,Documentary,3.1,36.0,117054856,335022869
1902,Movie_1902,2002,141,Western,4.1,4.6,6481072,22367767
1903,Movie_1903,1997,129,Romance,5.0,40.8,117196130,150863014
1904,Movie_1904,2012,147,Thriller,3.6,29.2,50519675,75229395
1905,Movie_1905,1990,105,Animation,4.4,15.4,126363823,385563893
1906,Movie_1906,2013,140,Comedy,2.4,95.9,84182721,100321821
1907,Movie_1907,2013,127,Documentary,5.0,24.0,100229120,430979225
1908,Movie_1908,2006,95,Western,2.4,60.2,37157108,67480252
1909,Movie_1909,1994,62,Romance,4.5,78.2,87233767,89161315
1910,Movie_1910,2009,69,Sci-Fi,3.8,9.8,30858197,54328246
1911,Movie_1911,2010,60,Romance,2.5,6.3,2258913,3606212
1912,Movie_1912,2020,132,Documentary,4.2,1.0,52685524,137672209
1913,Movie_1913,2000,110,Romance,3.5,18.3,65181041,182231209
1914,Movie_1914,2004,122,Adventure,2.8,84.6,5354140,8497280
1915,Movie_1915,2008,114,Sci-Fi,3.5,74.1,84615698,212532784
1916,Movie_1916,1996,137,Sci-Fi,2.2,100.0,3907471,6632534
1917,Movie_1917,2017,138,Animation,3.1,71.5,29135250,102630219
1918,Movie_1918,1994,121,Sci-Fi,2.7,1.2,33464083,48014401
1919,Movie_1919,1994,123,Fantasy,3.4,24.3,1872473,7475859
1920,Movie_1920,2019,124,Adventure,2.1,1.0,3403480,8278982
1921,Movie_1921,2021,161,Animation,2.1,1.8,29950444,95450626
1922,Movie_1922,1997,60,Fantasy,2.8,32.6,18644404,24449227
1923,Movie_1923,1999,99,Comedy,3.5,22.3,84615918,191712029
1924,Movie_1924,2021,145,War,2.7,40.9,26709387,119063412
1925,Movie_1925,2017,153,Action,3.9,3.4,5576032,10967570
1926,Movie_1926,2006,132,Mystery,4.1,44.4,8591550,24694922
1927,Movie_1927,2020,114,Sci-Fi,2.8,3.4,55962138,117286036
1928,Movie_1928,1997,175,Adventure,4.6,27.6,149851956,305015436
1929,Movie_1929,2014,125,War,3.3,21.7,101856400,377667376
1930,Movie_1930,1998,120,Animation,5.0,12.7,6934050,27039682
1931,Movie_1931,1991,159,Fantasy,3.3,18.7,825178,518278
1932,Movie_1932,2004,134,War,2.6,1.0,1339728,2617873
1933,Movie_1933,1992,148,Fantasy,4.5,19.6,40467020,59452307
1934,Movie_1934,1993,151,Western,2.7,4.1,33266645,94035492
1935,Movie_1935,2003,108,Mystery,4.4,100.0,674356,1985711
1936,Movie_1936,2014,173,War,3.6,3.9,2940957,5116601
1937,Movie_1937,1999,60,Documentary,3.1,100.0,415602623,808842935
1938,Movie_1938,2010,60,Thriller,2.9,33.8,167536481,448230335
1939,Movie_1939,2001,99,Mystery,3.4,36.0,6775221,15121551
1940,Movie_1940,2016,107,Documentary,4.0,77.6,8962308,30811345
1941,Movie_1941,1991,130,Animation,3.5,59.4,115210750,203638321
1942,Movie_1942,2002,99,Crime,4.7,13.5,35406890,107630519
1943,Movie_1943,2021,119,War,2.6,1.3,158475576,362468893
1944,Movie_1944,2020,113,Mystery,3.4,75.4,36733861,131710146
1945,Movie_1945,2005,180,Comedy,4.4,6.9,43045649,122471627
1946,Movie_1946,2021,95,Horror,2.5,45.6,12431780,13836071
1947,Movie_1947,2021,69,Horror,4.3,100.0,104404300,155334933
1948,Movie_1948,2023,153,Romance,3.5,39.9,87149211,130122708
1949,Movie_1949,2000,98,Fantasy,3.6,16.8,20580932,46499547
1950,Movie_1950,1999,117,Fantasy,3.2,9.8,47385590,103100756
1951,Movie_1951,2004,100,Action,2.5,1.4,20885160,54578011
1952,Movie_1952,2006,142,Family,3.4,48.8,31178096,122548159
1953,Movie_1953,2007,78,War,3.1,40.8,96053981,297180735
1954,Movie_1954,1998,60,Fantasy,4.7,31.0,26843255,61722248
1955,Movie_1955,2014,158,Crime,3.9,10.8,91806139,171188364
1956,Movie_1956,2003,127,Comedy,3.5,13.5,161100598,563181908
1957,Movie_1957,2014,152,Horror,4.6,100.0,26922181,85434583
1958,Movie_1958,2011,157,Comedy,3.5,1.0,104995254,458866066
1959,Movie_1959,2019,92,Adventure,4.1,22.6,18119084,59847248
1960,Movie_1960,2009,121,Fantasy,4.4,2.0,143424,337759
1961,Movie_1961,2010,135,Crime,3.3,10.6,4413776,15198629
1962,Movie_1962,2021,116,Mystery,3.8,100.0,66799325,286850627
1963,Movie_1963,2010,110,Animation,3.2,8.1,5278127,10413699
1964,Movie_1964,2021,113,Documentary,4.4,45.9,139975255,243579432
1965,Movie_1965,2019,152,Fantasy,3.5,21.3,100712505,145412198
1966,Movie_1966,2001,112,Fantasy,4.6,50.1,36164963,85603985
1967,Movie_1967,2007,138,Romance,3.7,95.6,43555120,86418123
1968,Movie_1968,2010,130,Sci-Fi,5.0,16.9,59265417,143089263
1969,Movie_1969,2002,91,Crime,2.9,4.1,65746344,149663189
1970,Movie_1970,2010,129,Family,4.2,11.4,33785670,102480418
1971,Movie_1971,1997,73,Comedy,3.5,28.9,18800179,64267696
1972,Movie_1972,1996,132,Crime,3.3,36.2,120530766,341303311
1973,Movie_1973,2012,146,Drama,2.0,100.0,2384388,6459163
1974,Movie_1974,2021,153,Drama,3.6,1.0,22009370,58943889
1975,Movie_1975,2000,91,Sci-Fi,2.7,70.9,54906486,89955955
1976,Movie_1976,2011,103,Drama,3.3,3.8,110853169,345843959
1977,Movie_1977,2011,128,Family,2.8,4.1,3856157,10435076
1978,Movie_1978,2014,105,Mystery,2.9,53.1,53786948,26893474
1979,Movie_1979,2011,62,Crime,2.6,100.0,33381482,94948772
1980,Movie_1980,2017,103,War,2.7,17.0,57996026,137837045
1981,Movie_1981,2018,128,Action,2.2,15.7,19077851,58162883
1982,Movie_1982,2002,152,Mystery,3.8,48.1,62014774,189962763
1983,Movie_1983,2007,170,Fantasy,3.5,74.9,9938506,37718158
1984,Movie_1984,1991,123,Fantasy,4.1,100.0,74671616,133968498
1985,Movie_1985,2018,136,War,3.2,14.4,69184740,66603929
1986,Movie_1986,2010,148,Drama,3.0,67.4,146672310,572766867
1987,Movie_1987,2004,60,Romance,3.4,18.4,9511068,33368652
1988,Movie_1988,2016,89,Documentary,4.1,39.4,64006442,117173603
1989,Movie_1989,2020,123,Sci-Fi,3.7,10.6,19478360,39714132
1990,Movie_1990,2004,166,Sci-Fi,3.5,7.9,16554316,42981708
1991,Movie_1991,2012,138,Crime,4.0,100.0,25674426,65260393
1992,Movie_1992,2013,129,Crime,3.5,39.6,16787734,27087426
1993,Movie_1993,2002,113,War,3.0,1.0,14263816,46385288
1994,Movie_1994,2011,132,Animation,4.2,78.9,73133990,197201187
1995,Movie_1995,2022,102,Horror,2.5,58.7,60115959,66222985
1996,Movie_1996,1992,96,Action,2.4,19.7,5790664,14861110
1997,Movie_1997,2008,99,Documentary,3.5,31.2,41069648,128362251
1998,Movie_1998,2012,160,Family,3.6,29.9,20098759,39159436
1999,Movie_1999,2018,94,Thriller,3.7,16.1,177082736,401295722
2000,Movie_2000,2019,108,Adventure,3.2,100.0,27672980,73158840
2001,Movie_2001,2014,134,Family,4.6,39.3,2070987,1225139
2002,Movie_2002,1997,93,Family,2.3,100.0,20152111,46420914
2003,Movie_2003,2005,126,Horror,3.6,44.0,18749782,53077972
2004,Movie_2004,1997,126,Family,4.1,58.6,282534,736718
2005,Movie_2005,1990,101,Horror,4.6,1.5,33450276,128837760
2006,Movie_2006,1994,112,War,4.6,35.9,118114702,380202040
2007,Movie_2007,1992,91,Animation,2.6,63.9,81053576,169260817
2008,Movie_2008,1990,161,Horror,3.8,6.5,57704154,139080994
2009,Movie_2009,1993,127,Family,3.3,56.7,21044272,59990972
2010,Movie_2010,2021,88,Western,3.5,4.4,13195916,6597958
2011,Movie_2011,2023,123,Mystery,4.4,82.3,20974387,19178658
2012,Movie_2012,2014,125,War,5.0,100.0,6565797,16128488
2013,Movie_2013,1999,60,Romance,3.7,49.3,5239616,22547281
2014,Movie_2014,2010,160,Western,1.9,4.0,42728364,97982117
2015,Movie_2015,2016,90,Western,2.2,44.2,84098787,295806219
2016,Movie_2016,2016,182,Romance,3.5,67.5,5234192,5593805
2017,Movie_2017,1991,143,Thriller,4.3,100.0,20412481,41330610
2018,Movie_2018,2002,86,Comedy,2.9,2.3,6548396,11509032
2019,Movie_2019,1998,110,Animation,3.3,74.6,18588031,51838035
2020,Movie_2020,2011,147,Mystery,4.8,7.1,88675356,299334176
2021,Movie_2021,2015,112,Fantasy,3.2,78.2,1773420,4047932
2022,Movie_2022,2001,155,Family,4.9,100.0,52094631,110303760
2023,Movie_2023,2006,108,Horror,3.2,98.8,3085079,11929307
2024,Movie_2024,2003,117,Sci-Fi,4.2,52.9,27803869,130277028
2025,Movie_2025,2003,148,Sci-Fi,3.6,34.7,32127724,66471186
2026,Movie_2026,2023,138,Adventure,4.1,100.0,25667276,61851276
2027,Movie_2027,2009,92,Sci-Fi,5.0,36.6,50720745,140246557
2028,Movie_2028,2000,133,Sci-Fi,3.8,10.5,181839755,526748045
2029,Movie_2029,2005,125,War,4.5,100.0,15550933,42513973
2030,Movie_2030,2020,92,Sci-Fi,2.8,23.4,47050824,23525412
2031,Movie_2031,1995,78,Thriller,2.8,49.0,21923585,64123768
2032,Movie_2032,2008,62,Western,2.2,11.1,380112589,1688412400
2033,Movie_2033,1993,111,Western,2.7,5.9,150793491,132234205
2034,Movie_2034,1993,118,Family,4.7,40.0,4902855,4408699
2035,Movie_2035,2009,135,Mystery,3.8,40.4,181711962,220809868
2036,Movie_2036,1999,144,Mystery,3.3,23.1,67022350,209724051
2037,Movie_2037,2013,107,Animation,3.7,18.7,243617789,172338505
2038,Movie_2038,2015,117,Horror,4.0,23.4,73690891,268573316
2039,Movie_2039,2010,97,Romance,4.1,79.3,6901850,9929765
2040,Movie_2040,2010,122,Thriller,3.7,22.1,69408554,230458662
2041,Movie_2041,1999,149,Documentary,4.6,100.0,64846018,124386223
2042,Movie_2042,1993,123,Crime,2.7,6.0,9120224,16129340
2043,Movie_2043,2009,154,Family,3.2,100.0,69953337,209500148
2044,Movie_2044,2006,148,Fantasy,4.4,58.5,56161532,172968381
2045,Movie_2045,1996,163,Mystery,4.3,21.1,259643848,449981337
2046,Movie_2046,1993,123,Drama,3.8,1.0,48213629,133143475
2047,Movie_2047,2018,104,Documentary,3.1,81.1,26773815,84654696
2048,Movie_2048,2003,138,Documentary,4.1,100.0,153863436,96041082
2049,Movie_2049,1992,108,Action,2.8,100.0,49421776,120132230
2050,Movie_2050,2013,137,Crime,4.4,27.5,21434034,51714617
2051,Movie_2051,2005,100,Thriller,4.7,3.7,1063514,702330
2052,Movie_2052,1993,95,Family,3.0,18.8,70660583,176104149
2053,Movie_2053,2013,156,Documentary,5.0,18.5,6364754,15551049
2054,Movie_2054,2023,89,Romance,2.7,5.4,128634057,427848405
2055,Movie_2055,2019,150,Action,3.3,37.2,162714365,482765491
2056,Movie_2056,2007,137,War,3.3,46.4,13486957,52686303
2057,Movie_2057,2008,122,War,3.4,65.2,5984545,17189877
2058,Movie_2058,2020,63,Crime,4.6,2.6,45232936,68939627
2059,Movie_2059,2008,164,Sci-Fi,3.9,16.1,12022866,24624281
2060,Movie_2060,2008,91,Mystery,2.8,21.9,39026828,136653820
2061,Movie_2061,2011,148,Romance,3.6,100.0,26739239,88767273
2062,Movie_2062,2013,99,Crime,4.0,100.0,78516960,254127932
2063,Movie_2063,2001,96,Western,3.9,15.1,444245084,1482883867
2064,Movie_2064,2019,140,Romance,4.5,33.4,30514296,85865054
2065,Movie_2065,2020,136,Animation,3.6,27.6,57761902,153189690
2066,Movie_2066,2008,85,Family,4.1,37.4,20912724,48992284
2067,Movie_2067,2019,163,War,3.4,16.9,99207106,350802483
2068,Movie_2068,2022,113,Fantasy,3.0,31.1,1882634,5313857
2069,Movie_2069,2007,122,Documentary,2.6,7.9,34013757,17006878
2070,Movie_2070,2017,111,Documentary,4.8,61.8,9726312,28033981
2071,Movie_2071,2000,86,Adventure,2.3,23.1,9730438,33180929
2072,Movie_2072,2022,142,Horror,3.7,39.1,38070842,62204814
2073,Movie_2073,2006,128,Adventure,3.8,46.4,18393951,35986710
2074,Movie_2074,1995,95,Documentary,2.7,90.6,30717263,77203325
2075,Movie_2075,1993,148,Romance,4.2,4.3,18239671,71169552
2076,Movie_2076,2009,121,Family,2.4,33.0,30354800,66190902
2077,Movie_2077,2016,122,Adventure,3.0,100.0,16838025,36930242
2078,Movie_2078,2004,173,Fantasy,4.3,20.0,81367695,243059890
2079,Movie_2079,1995,71,Sci-Fi,2.5,29.4,40802828,110405952
2080,Movie_2080,2003,71,Western,4.2,4.4,8803059,16140845
2081,Movie_2081,2000,78,Romance,4.4,69.4,424703,1082298
2082,Movie_2082,1998,130,Thriller,4.4,4.4,882463,2254724
2083,Movie_2083,2015,109,Fantasy,3.8,49.8,27382270,103088701
2084,Movie_2084,2005,111,War,2.8,23.4,18852531,29288488
2085,Movie_2085,1994,91,Thriller,2.7,20.6,15198105,39245640
2086,Movie_2086,1999,169,Comedy,3.1,44.0,48765652,149045456
2087,Movie_2087,1992,180,Comedy,1.0,41.9,83885412,299768001
2088,Movie_2088,2002,146,Comedy,3.5,26.0,3273875,6224950
2089,Movie_2089,2019,74,Mystery,3.4,16.3,5825207,25407592
2090,Movie_2090,1995,105,Crime,3.6,35.5,23002350,18936047
2091,Movie_2091,2006,144,Family,3.3,15.5,29123827,29672825
2092,Movie_2092,2008,118,Adventure,3.6,5.4,25145362,68295017
2093,Movie_2093,2015,147,Mystery,3.6,80.3,50893559,43900939
2094,Movie_2094,1994,157,Crime,2.3,60.6,4562762,8532707
2095,Movie_2095,2018,177,Thriller,3.7,4.4,34132937,102336665
2096,Movie_2096,2009,100,Adventure,3.5,8.9,83497765,328278314
2097,Movie_2097,2010,122,War,2.1,5.3,131874351,366584799
2098,Movie_2098,1999,106,Mystery,4.2,78.2,41091805,118291140
2099,Movie_2099,1994,60,Mystery,3.3,74.1,7449616,23637204
2100,Movie_2100,1995,141,Family,4.0,26.2,65000826,59017997
2101,Movie_2101,2015,136,Action,3.5,86.1,79563098,247722378
2102,Movie_2102,1993,103,Western,2.1,100.0,10925901,27354552
2103,Movie_2103,1990,72,War,3.7,100.0,56583377,96308234
2104,Movie_2104,2013,108,Drama,3.9,100.0,133332026,205153170
2105,Movie_2105,1995,141,Animation,4.4,93.7,63441903,153407032
2106,Movie_2106,2020,160,Comedy,4.2,12.2,26855742,89065656
2107,Movie_2107,2009,98,Thriller,4.5,3.0,29238231,104871787
2108,Movie_2108,2013,153,War,4.1,83.5,4144990,9839512
2109,Movie_2109,2014,138,Family,3.1,18.4,37339489,132421163
2110,Movie_2110,2010,132,Animation,3.1,20.6,81147592,114914114
2111,Movie_2111,2019,81,Romance,4.3,3.8,191977203,394531454
2112,Movie_2112,2013,82,Sci-Fi,3.2,62.7,25483296,107310256
2113,Movie_2113,2019,95,Sci-Fi,3.9,28.2,28579008,105631197
2114,Movie_2114,2011,110,Western,4.9,11.4,2816026,4772662
2115,Movie_2115,2017,174,Drama,3.0,52.8,74609685,241924683
2116,Movie_2116,1996,100,Romance,4.1,100.0,63054987,121848365
2117,Movie_2117,2017,143,Action,2.9,34.5,25785681,56824059
2118,Movie_2118,2003,106,Western,4.0,46.6,61769012,151246143
2119,Movie_2119,1999,134,Fantasy,4.8,8.9,48778876,56905106
2120,Movie_2120,2005,118,Sci-Fi,4.6,8.8,73265358,205308903
2121,Movie_2121,2005,125,Documentary,3.2,30.6,18854284,73043019
2122,Movie_2122,2020,131,Animation,4.8,93.1,52608202,123681866
2123,Movie_2123,2014,112,Western,3.3,100.0,49124374,95812545
2124,Movie_2124,2002,131,Drama,5.0,51.3,4742481,9088146
2125,Movie_2125,1995,157,War,3.5,22.4,16491412,8245706
2126,Movie_2126,1998,97,Sci-Fi,4.0,69.3,98377386,49188693
2127,Movie_2127,2009,155,Crime,4.0,17.3,8487966,37030301
2128,Movie_2128,2007,112,Family,2.6,12.4,23866628,49076740
2129,Movie_2129,2010,108,Family,4.6,79.3,12759826,20172586
2130,Movie_2130,1993,140,Romance,3.7,69.6,7551925,12187568
2131,Movie_2131,2022,109,Fantasy,3.1,100.0,7332935,17886441
2132,Movie_2132,2016,129,Documentary,2.9,43.0,21382106,48204182
2133,Movie_2133,1996,126,Comedy,3.0,100.0,81347894,234955120
2134,Movie_2134,1995,60,Sci-Fi,3.4,1.3,169536453,205209534
2135,Movie_2135,2004,132,Adventure,2.6,14.6,42412507,124650978
2136,Movie_2136,2007,76,Animation,2.8,81.6,50423630,155195220
2137,Movie_2137,2021,79,Crime,2.1,27.6,75421709,166736027
2138,Movie_2138,2000,130,Family,2.9,13.7,54206062,179855493
2139,Movie_2139,2009,136,Romance,4.6,79.5,94299663,359623765
2140,Movie_2140,2013,156,Horror,4.5,86.4,107730436,238983233
2141,Movie_2141,2004,87,Adventure,3.7,30.5,49403844,120644178
2142,Movie_2142,1996,97,Crime,5.0,31.4,38078016,107810152
2143,Movie_2143,2010,133,Thriller,4.5,75.9,24801059,77930538
2144,Movie_2144,2015,156,Fantasy,3.8,73.8,30955879,101100522
2145,Movie_2145,2003,125,Adventure,3.9,100.0,21190972,67347226
2146,Movie_2146,2010,93,War,3.6,51.9,27840540,90008937
2147,Movie_2147,2007,165,Family,2.5,10.3,114984393,307815234
2148,Movie_2148,1994,112,Western,3.3,39.9,179446081,590638223
2149,Movie_2149,1992,113,Animation,1.4,24.1,22434331,73021313
2150,Movie_2150,2012,76,Family,2.6,1.4,12460905,29503226
2151,Movie_2151,2015,141,Comedy,4.6,10.9,4070838,15524059
2152,Movie_2152,2013,145,Comedy,3.6,11.5,90679081,96339499
2153,Movie_2153,2008,98,Romance,2.6,4.3,102267857,270537566
2154,Movie_2154,2014,172,Drama,3.9,30.2,29934787,87066564
2155,Movie_2155,2010,102,Crime,4.0,35.5,39089938,96927790
2156,Movie_2156,2001,138,Comedy,4.7,20.8,67319318,290211545
2157,Movie_2157,2022,126,Drama,4.9,26.6,23568438,56674531
2158,Movie_2158,1993,60,Romance,4.1,39.9,11250398,43798715
2159,Movie_2159,1996,136,Animation,2.3,6.4,6090475,12042107
2160,Movie_2160,2011,133,War,5.0,41.3,13409739,31007417
2161,Movie_2161,2022,67,Fantasy,4.6,61.9,51828942,142867992
2162,Movie_2162,2006,165,Thriller,4.2,100.0,21361387,50561117
2163,Movie_2163,2013,133,Sci-Fi,3.5,17.9,101135420,133772000
2164,Movie_2164,2023,157,Crime,2.3,68.8,4580796,13139403
2165,Movie_2165,2017,68,Romance,3.1,46.6,26924395,69501082
2166,Movie_2166,2011,107,Animation,3.5,34.9,14850433,28493916
2167,Movie_2167,2006,155,Adventure,3.2,100.0,109327668,54663834
2168,Movie_2168,2023,72,Drama,4.4,48.4,82049962,79111819
2169,Movie_2169,1995,108,Romance,3.4,22.8,207731857,209962507
2170,Movie_2170,1995,132,Drama,2.9,62.4,6350369,15479707
2171,Movie_2171,2023,63,Romance,3.9,100.0,76218917,275113128
2172,Movie_2172,1990,80,Sci-Fi,2.8,100.0,6725827,11813018
2173,Movie_2173,1999,161,Crime,2.2,100.0,8422327,26114897
2174,Movie_2174,2010,121,Comedy,3.9,5.0,1998993,2938010
2175,Movie_2175,1994,155,Sci-Fi,3.4,29.3,31247132,70578115
2176,Movie_2176,1991,125,Mystery,3.6,28.3,6726979,14874660
2177,Movie_2177,2011,193,Adventure,4.6,24.2,21412417,54727073
2178,Movie_2178,1991,133,Adventure,3.7,9.8,16161960,37104919
2179,Movie_2179,1999,158,Drama,4.0,89.2,187229829,477531594
2180,Movie_2180,2023,112,Horror,3.5,55.9,53685673,177682602
2181,Movie_2181,2005,126,Drama,4.1,46.6,26420302,79701773
2182,Movie_2182,2011,139,Comedy,1.8,29.6,105373014,286499289
2183,Movie_2183,2001,144,Thriller,2.9,24.6,3298690,8855909
2184,Movie_2184,2013,118,Comedy,3.2,77.2,20342634,34902919
2185,Movie_2185,1999,120,Comedy,3.1,37.4,36138354,73509268
2186,Movie_2186,2021,135,Mystery,2.9,46.8,2769060,7131366
2187,Movie_2187,1996,135,Adventure,3.4,5.3,7882936,21137389
2188,Movie_2188,2010,89,Sci-Fi,3.4,31.9,112712392,147495471
2189,Movie_2189,2009,126,Sci-Fi,3.4,7.0,9899746,4949873
2190,Movie_2190,2015,129,Fantasy,3.7,2.8,127332869,314243227
2191,Movie_2191,1993,90,Action,3.9,58.4,5050171,7660628
2192,Movie_2192,2011,147,War,2.9,16.1,109558878,426260556
